Tail_number,Summary,Owner,Airworthiness_Class,Serial_Number,Engine,Weight,Speed,Mode_S_Code,Status,Certificate_Issue_Date,Airworthiness_Date,Last_Action_Date,Expiration,Registry_Source
N261AM,2008 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,0734,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,050501300 / A282C0,Assigned,2009-07-21,2010-11-24,2020-05-12,2023-10-31,FAA
N261HC,2011 AGUSTA SPA AW109SPRotorcraft(8 seats / 2 engines),"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",Standard/Normal,22247,P&WCANADAPW207C(Turbo-shaft)Horsepower:572,"Less than 12,500lbs",Not defined,050501546 / A28366,Assigned,2012-04-30,2011-11-22,2021-01-26,2024-04-30,FAA
N261MH,2009 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"METROHEALTH SYSTEMCLEVELAND, OH, US(Government)",Standard/Transport,9250,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,050501717 / A283CF,Assigned,2015-03-30,2009-07-21,2020-10-26,2024-03-31,FAA
N262MH, EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"METROHEALTH SYSTEMCLEVELAND, OH, US(Government)",Unknown/Unknown,9278,(Turbo-shaft),"Less than 12,500lbs",Not defined,050503606 / A28786,Assigned,2015-03-23,,2020-10-28,2024-03-31,FAA
N263MH,2009 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"METROHEALTH SYSTEMCLEVELAND, OH, US(Government)",Standard/Transport,9311,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,050505475 / A28B3D,Assigned,2015-04-10,2010-03-03,2021-02-10,2024-04-30,FAA
N267AM,2011 AMERICAN EUROCOPTER CORP AS350B3Rotorcraft(7 seats / 1 engine),"TVPX AIRCRAFT SOLUTIONS INC TRUSTEENORTH SALT LAKE, UT, US(Corporation)",Standard/Normal,7215,TURBOMECAARRIEL2B1(Turbo-shaft)Horsepower:747,"Less than 12,500lbs",Not defined,050514412 / A2990A,Assigned,2017-09-18,2011-07-28,2020-04-20,2023-09-30,FAA
N267SF,1996 BELL 407Rotorcraft(7 seats / 1 engine),"N179SF LLCMESA, AZ, US",Standard/Normal,53102,ALLISON250-C47(Turbo-shaft)Horsepower:600,"Less than 12,500lbs",Not defined,050515224 / A29A94,Assigned,2020-01-02,1999-07-07,2020-01-02,2023-01-31,FAA
N269AE,1991 BELL 206L-3Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,51530,ROLLS-ROYC250-C30P(Turbo-shaft)Horsepower:650,"12,500-19,999lbs",Not defined,050520161 / A2A071,Assigned,2006-08-18,2009-07-22,2020-11-20,2024-02-29,FAA
N271AE,1990 BELL 206L-3Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCOFALLON, MO, US(Corporation)",Standard/Normal,51351,ALLISON250-C30SER(Turbo-shaft)Horsepower:650,"12,500-19,999lbs",Not defined,050525070 / A2AA38,Assigned,2005-10-26,1998-09-25,2018-04-13,2021-09-30,FAA
N271HC,2011 AGUSTAWESTLAND A109SPRotorcraft(8 seats / 2 engines),"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",Standard/Normal,22250,P&WCANADAPW207C(Turbo-shaft)Horsepower:572,"Less than 12,500lbs",Not defined,050525345 / A2AAE5,Assigned,2012-04-26,2011-12-12,2021-01-26,2024-04-30,FAA
N274AE,1983 BELL HELICOPTER TEXTRON 206L-1Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,45762,ALLISON250-C28SER(Turbo-shaft)Horsepower:500,"Less than 12,500lbs",Not defined,050532535 / A2B55D,Unknown,2005-10-26,2002-04-01,2018-03-16,2021-07-31,FAA
N275AE,1986 BELL 206L-3Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,51186,ALLISON250SER250HP(Turbo-shaft)Horsepower:250,"12,500-19,999lbs",Not defined,050534424 / A2B914,Assigned,2005-10-26,2000-11-01,2018-04-13,2021-09-30,FAA
N276SM,2000 AGUSTA SPA A109ERotorcraft(8 seats / 2 engines),"WILMINGTON TRUST CO TRUSTEEWILMINGTON, DE, US(Corporation)",Standard/Normal,11069,P&WCANADAPW206C(Turbo-shaft)Horsepower:561,"Less than 12,500lbs",Not defined,050537142 / A2BE62,Assigned,2019-03-12,2000-02-15,2019-03-12,2022-03-31,FAA
N276TH,1999 SIKORSKY S-76CRotorcraft(14 seats / 2 engines),"HEALTH CARE DISTRICT OF PALM BEACH COUNTYWEST PALM BEACH, FL, US(Government)",Standard/Transport,760494,TURBOMECAARRIEL1SER(Turbo-shaft)Horsepower:681,"Less than 12,500lbs",Not defined,050537167 / A2BE77,Assigned,2000-04-10,1999-08-02,2019-09-11,2023-02-28,FAA
N277AE,1990 BELL 206L-3Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,51421,ALLISON250-C30SER(Turbo-shaft)Horsepower:650,"12,500-19,999lbs",Not defined,050540202 / A2C082,Assigned,2005-10-26,2001-02-15,2018-04-13,2021-09-30,FAA
N278AM,2013 BELL HELICOPTER TEXTRON CANADA 407Rotorcraft(8 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,54464,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,050542100 / A2C440,Assigned,2014-04-15,2013-12-03,2019-11-18,2023-04-30,FAA
N279AM, AMERICAN EUROCOPTER LLC AS350B3Rotorcraft(7 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,4685,TURBOMECAARRIEL2B1(Turbo-shaft)Horsepower:747,"Less than 12,500lbs",Not defined,050543767 / A2C7F7,Assigned,2015-01-14,2009-08-01,2020-08-24,2024-01-31,FAA
N281AE,1991 BELL 206L-3Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,51451,ALLISON250-C30SER(Turbo-shaft)Horsepower:650,"12,500-19,999lbs",Not defined,050550667 / A2D1B7,Assigned,2006-09-07,1991-04-02,2021-02-01,2024-04-30,FAA
N281HC,2013 AGUSTAWESTLAND A109SPRotorcraft(8 seats / 2 engines),"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",Standard/Normal,22310,P&WCANADAPW207C(Turbo-shaft)Horsepower:572,"Less than 12,500lbs",Not defined,050551144 / A2D264,Assigned,2013-12-24,2013-11-01,2019-07-31,2022-12-31,FAA
N282CH,2008 EUROCOPTER DEUTSCHLAND GMBH EC 135 T2+Rotorcraft(12 seats / 2 engines),"METRO AVIATION INCSHREVEPORT, LA, US(Corporation)",Standard/Normal,0735,TURBOMECAARRIUS2B2(Turbo-shaft)Horsepower:642,"12,500-19,999lbs",Not defined,050552643 / A2D5A3,Assigned,2015-10-26,2009-01-22,2018-05-08,2021-10-31,FAA
N285AE,1992 BELL 206L-3Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,51550,ALLISON250-C30SER(Turbo-shaft)Horsepower:650,"12,500-19,999lbs",Not defined,050560223 / A2E093,Assigned,2006-09-07,1992-02-04,2021-02-01,2024-04-30,FAA
N285MR, BELL HELICOPTER TEXTRON CANADA 407Rotorcraft(8 seats / 1 engine),"GM LEASING COMPANY LLCBROUSSARD, LA, US",Standard/Normal,53978,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,050560661 / A2E1B1,Assigned,2017-10-10,2018-01-03,2017-11-27,2020-10-31,FAA
N286MR,1996 BELL 407Rotorcraft(7 seats / 1 engine),"GM LEASING CO LLCBROUSSARD, LA, US",Standard/Normal,53087,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,050562550 / A2E568,Unknown,2017-05-23,1997-01-09,2018-11-19,2020-05-31,FAA
N288AE,1989 BELL 206L-3Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,51327,ALLISON250-C30SER(Turbo-shaft)Horsepower:650,"12,500-19,999lbs",Not defined,050565670 / A2EBB8,Assigned,2005-10-26,1990-02-08,2018-04-13,2021-09-30,FAA
N28NM,2005 AGUSTAWESTLAND A109SRotorcraft(8 seats / 2 engines),"NORTH MEMORIAL HEALTHCAREBROOKLYN CENTER, MN, US(Corporation)",Standard/Normal,22003,P&WCANADAPW207C(Turbo-shaft)Horsepower:572,"Less than 12,500lbs",Not defined,050546332 / A2CCDA,Assigned,2017-06-22,2018-03-28,2020-01-22,2023-06-30,FAA
N290AE,1986 BELL 206L-3Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,51192,ALLISON250-C30SER(Turbo-shaft)Horsepower:650,"12,500-19,999lbs",Not defined,050572577 / A2F57F,Assigned,2005-10-26,1986-11-03,2018-04-13,2021-09-30,FAA
N291HC,2013 AGUSTAWESTLAND SPA AW109SPRotorcraft(8 seats / 2 engines),"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",Standard/Normal,22313,P&WCANADAPW207C(Turbo-shaft)Horsepower:572,"Less than 12,500lbs",Not defined,050574743 / A2F9E3,Assigned,2014-11-24,2014-10-09,2020-06-23,2023-11-30,FAA
N292AE,1983 BELL HELICOPTER TEXTRON 206L-1Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,45780,ALLISON250-C28SER(Turbo-shaft)Horsepower:500,"Less than 12,500lbs",Not defined,050576355 / A2FCED,Assigned,2006-03-09,1997-01-10,2019-08-13,2022-12-31,FAA
N292AM,2015 BELL HELICOPTER TEXTRON CANADA 407Rotorcraft(8 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,54569,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,050576364 / A2FCF4,Assigned,2015-06-05,2015-01-21,2021-01-25,2024-06-30,FAA
N293AE,1992 BELL 206L-3Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,51476,ALLISON250-C30SER(Turbo-shaft)Horsepower:650,"12,500-19,999lbs",Not defined,050600244 / A300A4,Assigned,2005-10-26,2004-01-31,2018-04-13,2021-09-30,FAA
N293AM,2015 BELL HELICOPTER TEXTRON CANADA 407Rotorcraft(8 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,54617,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,050600253 / A300AB,Assigned,2016-04-13,2015-11-10,2018-11-13,2022-04-30,FAA
N293SV,1992 EUROCOPTER AS 365 N2 DAUPHINRotorcraft(6 seats / 1 engine),"ST VINCENT MERCY MEDICAL CENTERTOLEDO, OH, US(Corporation)",Standard/Transport,6408,TURBOMECAARRIEL1SER(Turbo-shaft)Horsepower:681,"Less than 12,500lbs",Not defined,050601103 / A30243,Assigned,2008-02-04,1999-05-26,2019-05-08,2022-10-31,FAA
N295AE,1991 BELL 206L-3Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,51455,ALLISON250-C30SER(Turbo-shaft)Horsepower:650,"12,500-19,999lbs",Not defined,050604022 / A30812,Assigned,2005-10-26,1991-04-18,2018-04-13,2021-09-30,FAA
N296AE,1980 BELL HELICOPTER TEXTRON 206L-1Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,45398,ALLISON250SER250HP(Turbo-shaft)Horsepower:250,"Less than 12,500lbs",Not defined,050605711 / A30BC9,Assigned,2005-10-26,1980-03-25,2018-04-13,2021-09-30,FAA
N299AE,1981 BELL HELICOPTER TEXTRON 206L-1Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,45621,ROLLS-ROYC250-C30P(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,050613356 / A316EE,Assigned,2007-02-15,2009-04-10,2019-03-18,2022-07-31,FAA
N29AE,1986 BELL 206L-3Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,51191,ALLISON250-C30SER(Turbo-shaft)Horsepower:650,"12,500-19,999lbs",Not defined,050571446 / A2F326,Assigned,2005-10-26,1986-10-22,2018-04-13,2021-09-30,FAA
N29VA,2010 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"VIRGINIA DEPARTMENT OF STATE POLICEN CHESTERFIELD, VA, US(Government)",Standard/Transport,9374,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,050572375 / A2F4FD,Assigned,2011-01-11,2011-04-11,2019-08-02,2023-01-31,FAA
N2SP,2013 BELL HELICOPTER TEXTRON CANADA 429Rotorcraft(9 seats / 2 engines),"STATE OF DELAWAREDOVER, DE, US(Government)",Standard/Normal,57185,P&WCANADAPW207D1/D2(Turbo-shaft)Horsepower:621,"Less than 12,500lbs",Not defined,050307357 / A18EEF,Assigned,2015-01-06,2013-12-20,2020-09-11,2024-01-31,FAA
N301FD,2019 AGUSTAWESTLAND PHILADELPHIA AW139Rotorcraft(17 seats / 2 engines),"LOS ANGELES FIRE DEPARTMENTVAN NUYS, CA, US(Government)",Standard/Transport,41557,P&WCANADAPT6C-67C(Turbo-shaft)Horsepower:1679,"12,500-19,999lbs",Not defined,050621612 / A3238A,Assigned,2019-08-29,2019-06-26,2019-08-29,2022-08-31,FAA
N301LE,2013 BELL HELICOPTER TEXTRON CANADA 407Rotorcraft(8 seats / 1 engine),"LIFEFLIGHT EAGLEKANSAS CITY, MO, US(Corporation)",Standard/Normal,54406,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,050622010 / A32408,Assigned,2014-01-30,2013-04-03,2019-08-13,2023-01-31,FAA
N301PH,2004 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2Rotorcraft(7 seats / 2 engines),"PHI HEALTH LLCLAFAYETTE, LA, US",Standard/Normal,0355,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,050622126 / A32456,Assigned,2017-01-03,2005-03-15,2019-10-03,2023-01-31,FAA
N302FD,2011 AGUSTA AEROSPACE CORP AW139Rotorcraft(17 seats / 2 engines),"LOS ANGELES CITYVAN NUYS, CA, US(Government)",Standard/Transport,41239,P&WCANADAPT6C-67C(Turbo-shaft)Horsepower:1679,"Over 20,000lbs",Not defined,050623501 / A32741,Assigned,2012-02-07,2011-01-22,2020-09-15,2024-02-29,FAA
N302LE,2013 BELL HELICOPTER TEXTRON CANADA 407Rotorcraft(8 seats / 1 engine),"LIFEFLIGHT EAGLEKANSAS CITY, MO, US(Corporation)",Standard/Normal,54418,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,050623677 / A327BF,Assigned,2014-01-30,2013-05-27,2019-08-13,2023-01-31,FAA
N302PH,2004 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2Rotorcraft(7 seats / 2 engines),"PHI HEALTH LLCLAFAYETTE, LA, US",Standard/Normal,0364,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,050624015 / A3280D,Assigned,2016-09-15,2005-04-08,2019-09-11,2022-09-30,FAA
N303FD,2008 AGUSTA SPA AW139Rotorcraft(17 seats / 2 engines),"LOS ANGELES CITYVAN NUYS, CA, US(Government)",Standard/Transport,41012,P&WCANADAPT6C-67C(Turbo-shaft)Horsepower:1679,"12,500-19,999lbs",Not defined,050625370 / A32AF8,Assigned,2008-10-17,2008-10-06,2018-05-07,2021-10-31,FAA
N303PH,2004 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2Rotorcraft(7 seats / 2 engines),"PHI HEALTH LLCLAFAYETTE, LA, US",Standard/Normal,0372,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,050625704 / A32BC4,Assigned,2017-01-03,2005-04-21,2019-10-03,2023-01-31,FAA
N304FD,2017 AGUSTAWESTLAND PHILADELPHIA AW139Rotorcraft(17 seats / 2 engines),"CITY OF LOS ANGELESVAN NUYS, CA, US(Government)",Standard/Transport,41528,P&WCANADAPT6C-67C(Turbo-shaft)Horsepower:1679,"12,500-19,999lbs",Not defined,050627257 / A32EAF,Assigned,2017-07-14,2017-04-18,2020-02-20,2023-07-31,FAA
N304ME, EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"CENTER FOR EMERGENCY MEDICINE WESTERN PENNSYLVANIAWEST MIFFLIN, PA, US(Corporation)",Unknown/Unknown,9097,(Turbo-shaft),"Less than 12,500lbs",Not defined,050627506 / A32F46,Assigned,2007-01-25,,2018-11-13,2022-04-30,FAA
N305FD,2008 AGUSTA SPA AW139Rotorcraft(17 seats / 2 engines),"CITY OF LOS ANGELESVAN NUYS, CA, US(Government)",Standard/Transport,41009,P&WCANADAPT6C-67C(Turbo-shaft)Horsepower:1679,"12,500-19,999lbs",Not defined,050631146 / A33266,Unknown,2012-08-20,2008-06-25,2018-03-14,2021-08-31,FAA
N305PH,2005 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2Rotorcraft(7 seats / 2 engines),"PHI HEALTH LLCLAFAYETTE, LA, US",Standard/Normal,0395,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,050631462 / A33332,Assigned,2017-01-03,2005-07-06,2019-10-03,2023-01-31,FAA
N306FD,2007 BELL HELICOPTER TEXTRON CANADA 206BRotorcraft(5 seats / 1 engine),"CITY OF LOS ANGELESVAN NUYS, CA, US(Government)",Standard/Transport,4646,ROLLS-ROYC250-C20J(Turbo-shaft)Horsepower:420,"Less than 12,500lbs",Not defined,050633035 / A3361D,Assigned,2008-01-15,2007-12-18,2018-11-13,2022-04-30,FAA
N306LF,2011 EUROCOPTER EC 130 B4Rotorcraft(6 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,7116,TURBOMECAARRIEL2B1(Turbo-shaft)Horsepower:747,"12,500-19,999lbs",Not defined,050633234 / A3369C,Assigned,2017-10-30,2011-04-13,2020-05-12,2023-10-31,FAA
N306LG,2015 AGUSTAWESTLAND PHILADELPHIA CO AW119MKIIRotorcraft(8 seats / 1 engine),"BANK OF UTAH TRUSTEESALT LAKE CITY, UT, US(Corporation)",Standard/Normal,14839,P&WCANADAPT6B-37A(Turbo-shaft)Horsepower:900,"Less than 12,500lbs",Not defined,050633235 / A3369D,Assigned,2016-01-26,2015-12-22,2019-04-16,2022-01-31,FAA
N306SB, BELL UH-1HRotorcraft(15 seats / 1 engine),"SAN BERNARDINO COUNTY SHERIFFS AVIATION DIVISIONSAN BERNARDINO, CA, US(Government)",Unknown/Unknown,71-20217,(Turbo-shaft),"Less than 12,500lbs",Not defined,050633456 / A3372E,Assigned,1995-02-09,,2019-02-22,2022-07-31,FAA
N307PH,2005 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2Rotorcraft(7 seats / 2 engines),"PHI HEALTH LLCLAFAYETTE, LA, US",Standard/Normal,0398,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,050635240 / A33AA0,Assigned,2017-01-04,2005-07-27,2019-10-03,2023-01-31,FAA
N307SB,1975 BELL 212Rotorcraft(15 seats / 2 engines),"SAN BERNARDINO COUNTY SHERIFFS AVIATION DIVISIONSAN BERNARDINO, CA, US(Government)",Standard/Transport,30781,P&WPT6SERIES(Turbo-shaft)Horsepower:500,"Less than 12,500lbs",103mph,050635345 / A33AE5,Assigned,1988-04-13,1999-03-04,2019-08-21,2023-01-31,FAA
N308ME,2006 EUROCOPTER DEUTSCHLAND GMBH EC 135 T2+Rotorcraft(12 seats / 2 engines),"CENTER FOR EMERGENCY MEDICINE OF WESTERN PAWEST MIFFLIN, PA, US(Corporation)",Standard/Normal,0502,TURBOMECAARRIUS2B2(Turbo-shaft)Horsepower:642,"12,500-19,999lbs",Not defined,050637042 / A33E22,Assigned,2007-02-09,2009-11-12,2019-02-11,2022-07-31,FAA
N308PH,2005 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2Rotorcraft(7 seats / 2 engines),"PHI HEALTH LLCLAFAYETTE, LA, US",Standard/Normal,401,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,050637127 / A33E57,Assigned,2017-06-30,2005-09-01,2020-03-02,2023-06-30,FAA
N308SB, BELL UH-1HRotorcraft(15 seats / 1 engine),"SAN BERNARDINO CO SHERIFFS DEPARTMENTSAN BERNARDINO, CA, US(Government)",Unknown/Unknown,69-15588,(Turbo-shaft),"Less than 12,500lbs",Not defined,050637234 / A33E9C,Assigned,2015-12-18,,2018-07-19,2021-12-31,FAA
N309PH,2005 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2Rotorcraft(7 seats / 2 engines),"PHI HEALTH LLCLAFAYETTE, LA, US",Standard/Normal,0403,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,050641016 / A3420E,Assigned,2017-01-03,2005-09-27,2019-10-03,2023-01-31,FAA
N30HF,2007 BELL 407Rotorcraft(7 seats / 1 engine),"HALO FLIGHT INCCORPUS CHRISTI, TX, US(Corporation)",Standard/Normal,53776,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,050616656 / A31DAE,Assigned,2007-09-27,2008-08-31,2020-11-16,2024-04-30,FAA
N30RX,2011 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"REACH AIR MEDICAL SERVICES LLCSANTA ROSA, CA, US",Standard/Normal,1001,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,050617206 / A31E86,Assigned,2012-02-13,2012-01-16,2020-09-17,2024-02-29,FAA
N30VA,2000 BELL 407Rotorcraft(7 seats / 1 engine),"COMMONWEALTH OF VIRGINIARICHMOND, VA, US(Government)",Standard/Normal,53453,ALLISON250-C47(Turbo-shaft)Horsepower:600,"Less than 12,500lbs",Not defined,050617325 / A31ED5,Assigned,2001-03-08,2000-10-25,2019-07-12,2022-11-30,FAA
N311AE, BELL HELICOPTER TEXTRON 206L-1Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,45572,AMA/EXPRUNKNOWNENG(Turbo-shaft),"Less than 12,500lbs",Not defined,050645215 / A34A8D,Assigned,2007-09-20,1987-03-12,2021-02-01,2024-04-30,FAA
N311PH,2005 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2Rotorcraft(7 seats / 2 engines),"PHI HEALTH LLCLAFAYETTE, LA, US",Standard/Normal,413,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,050645725 / A34BD5,Assigned,2016-11-09,2005-12-28,2019-09-11,2022-11-30,FAA
N312PH,2005 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2Rotorcraft(7 seats / 2 engines),"PHI HEALTH LLCLAFAYETTE, LA, US",Standard/Normal,404,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,050647614 / A34F8C,Assigned,2016-06-30,2005-10-27,2019-09-11,2022-06-30,FAA
N312RX,2013 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"PACIFIC WESTERN BANKCHICAGO, IL, US(Corporation)",Standard/Normal,1099,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,050647714 / A34FCC,Assigned,2014-05-16,2013-08-12,2020-03-16,2023-05-31,FAA
N313RX, EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"REACH AIR MEDICAL SERVICES LLCSANTA ROSA, CA, US",Unknown/Unknown,1097,(Turbo-shaft),"Less than 12,500lbs",Not defined,050651603 / A35383,Assigned,2020-07-24,,2020-07-24,2023-07-31,FAA
N314AE,1999 BELL 206-L4Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,52222,ROLLS-ROYC250-C30P(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,050652662 / A355B2,Assigned,2007-11-30,2008-04-11,2018-06-15,2021-10-31,FAA
N314PH,2005 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2Rotorcraft(7 seats / 2 engines),"PHI HEALTH LLCLAFAYETTE, LA, US",Standard/Normal,409,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,050653372 / A356FA,Assigned,2016-11-09,2005-11-14,2019-09-11,2022-11-30,FAA
N314RX,2013 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"REACH AIR MEDICAL SERVICES LLCSANTA ROSA, CA, US",Standard/Normal,1122,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,050653472 / A3573A,Assigned,2019-12-19,2014-04-22,2019-12-19,2022-12-31,FAA
N315AE,1980 BELL HELICOPTER TEXTRON 206L-1Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,45482,ALLISON250-C28SER(Turbo-shaft)Horsepower:500,"Less than 12,500lbs",Not defined,050654551 / A35969,Assigned,2008-03-28,1980-08-13,2019-08-13,2022-12-31,FAA
N315RX,2013 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"REACH AIR MEDICAL SERVICES LLCSANTA ROSA, CA, US",Standard/Normal,1146,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,050655361 / A35AF1,Assigned,2020-07-24,2014-07-07,2020-07-24,2023-07-31,FAA
N316RX,2014 AIRBUS HELICOPTERS DEUTSCHLAND EC135 P2+Rotorcraft(7 seats / 2 engines),"REACH AIR MEDICAL SERVICES LLCSANTA ROSA, CA, US",Standard/Normal,1148,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,050657250 / A35EA8,Assigned,2021-03-08,2014-10-09,2021-03-08,2024-03-31,FAA
N317RX,2008 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"REACH AIR MEDICAL SERVICES LLCSANTA ROSA, CA, US",Standard/Normal,0752,P&WCANADAPW206B(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,050661137 / A3625F,Unknown,2015-08-11,2009-02-23,2018-05-15,2021-08-31,FAA
